page,section_title,text
Myelodysplastic_syndrome,Management,"The goals of therapy are to control symptoms, improve quality of life, improve overall survival, and decrease progression to AML.
The IPSS scoring system can help triage patients for more aggressive treatment (i.e. bone marrow transplant) as well as help determine the best timing of this therapy.  Supportive care with blood products and hematopoietic growth factors (e.g. erythropoietin) is the mainstay of therapy. The regulatory environment for the use of erythropoietins is evolving, according to a recent US Medicare National coverage determination. However, no comment on the use of hematopoietic growth factors for MDS was made in that document.
Agents have been approved by the U.S. Food and Drug Administration (FDA) for the treatment of MDS:

5-azacytidine: 21-month median survival
Decitabine: Complete response rate reported as high as 43%. A phase I study has shown efficacy in AML when decitabine is combined with valproic acid.
Lenalidomide: Effective in reducing red blood cell transfusion requirement in patients with the chromosome 5q deletion subtype of MDS
Decitabine/cedazuridine (Inqovi) is a fixed-dosed combination medication for the treatment of adults with myelodysplastic syndromes (MDS) and chronic myelomonocytic leukemia (CMML).
Luspatercept is licensed for MDS-RS (Ring Sideroblasts) and other low- and intermediate-risk subtypes.
Chemotherapy with the hypomethylating agents 5-azacytidine and decitabine has been shown to decrease blood transfusion requirements and to retard the progression of MDS to AML. Lenalidomide was approved by the FDA in December 2005 only for use in the 5q- syndrome. In the United States, treatment of MDS with lenalidomide costs about $9,200 per month. The chemotherapy may be supported by other drugs like all-trans retinoic acid (ATRA), however the evidence of benefit is not clear.
HLA-matched allogeneic stem cell transplantation, particularly in younger (i.e. less than 40 years of age) and more severely affected patients, offers the potential for curative therapy. The success of bone marrow transplantation has been found to correlate with severity of MDS as determined by the IPSS score, with patients having a more favorable IPSS score tend to have a more favorable outcome with transplantation."
Myelodysplastic_syndrome,Prognosis,"The outlook in MDS is variable, with about 30% of patients progressing to refractory AML. The median survival time varies from years to months, depending on type. Stem-cell transplantation offers possible cure, with survival rates of 50% at 3 years, although older patients do poorly.
Indicators of a good prognosis:
Younger age; normal or moderately reduced neutrophil or platelet counts; low blast counts in the bone marrow (< 20%) and no blasts in the blood; no Auer rods; ringed sideroblasts; normal or mixed karyotypes without complex chromosome abnormalities; and in vitro marrow culture with a nonleukemic growth pattern
Indicators of a poor prognosis:
Advanced age; severe neutropenia or thrombocytopenia; high blast count in the bone marrow (20–29%) or blasts in the blood;
Auer rods; absence of ringed sideroblasts; abnormal localization or immature granulocyte precursors in bone marrow section;
completely or mostly abnormal karyotypes, or complex marrow chromosome abnormalities and in vitro bone marrow culture with a leukemic growth pattern
Karyotype prognostic factors:

Good: normal, -Y, del(5q), del(20q)
Intermediate or variable: +8, other single or double anomalies
Poor: complex (>3 chromosomal aberrations); chromosome 7 anomalies

Cytogenetic abnormalities can be detected by conventional cytogenetics, a FISH panel for MDS, or virtual karyotype.
The best prognosis is seen with RA and RARS, where some nontransplant patients live more than a decade (typical is on the order of three to five years, although long-term remission is possible if a bone-marrow transplant is successful). The worst outlook is with RAEB-T, where the mean life expectancy is less than one year. About one-quarter of patients develop overt leukemia. The others die of complications of low blood count or unrelated diseases. The International Prognostic Scoring System is the most commonly used tool for determining the prognosis of MDS, first published in Blood in 1997, then revised to IPSS-R and IPSS-M.  This system takes into account the percentage of blasts in the marrow, cytogenetics, and number of cytopenias, as well as molecular features in the case of IPSS-M. Other prognostic tools include the 2007 WHO Prognostic Scoring System (WPSS), the MDA-LR (MD Anderson Lower-Risk MDS Prognostic Scoring System), EuroMDS, and Cleveland Clinic Foundation/Munich Leukemia Laboratory scoring systems."
Myelodysplastic_syndrome,Epidemiology,"The exact number of people with MDS is not known because it can go undiagnosed and no tracking of the syndrome is mandated. Some estimates are on the order of 10,000 to 20,000 new cases each year in the United States alone. The number of new cases each year is probably increasing as the average age of the population increases, and some authors propose that the number of new cases in those over 70 may be as high as 15 per 100,000 per year.
The typical age at diagnosis of MDS is between 60 and 75 years; a few people are younger than 50, and diagnoses are rare in children. Males are slightly more commonly affected than females."
Myelodysplastic_syndrome,History,"Since the early 20th century, some people with acute myelogenous leukemia were begun to be recognized to have a preceding period of anemia and abnormal blood cell production.  These conditions were lumped together with other diseases under the term ""refractory anemia"".  The first description of ""preleukemia"" as a specific entity was published in 1953 by Block et al.  The early identification, characterization and classification of this disorder were problematical, and the syndrome went by many names until the 1976 FAB classification was published and popularized the term MDS."
Myelodysplastic_syndrome,People with MDS,"Michael Brecker, musician
Laurentino Cortizo, the President of Panama
Roald Dahl, author
Nora Ephron
Joe Farrell, musician
Pat Hingle, actor
John Kirby, attorney
Joe Morgan, baseball player
Paul Motian, musician
James W. Nance
Robin Roberts, newscaster
Carl Sagan, astrophysicist
Susan Sontag, author
Fred Willard
Nina Foch Actress"
Myelodysplastic_syndrome,Summary,"A myelodysplastic syndrome (MDS) is one of a group of cancers in which immature blood cells in the bone marrow do not mature, and as a result, do not develop into healthy blood cells. Early on, no symptoms typically are seen. Later, symptoms may include fatigue, shortness of breath, bleeding disorders, anemia, or frequent infections. Some types may develop into acute myeloid leukemia.
Risk factors include previous chemotherapy or radiation therapy, exposure to certain chemicals such as tobacco smoke, pesticides, and benzene, and exposure to heavy metals such as mercury or lead. Problems with blood cell formation result in some combination of low red blood cell, platelet, and white blood cell counts. Some types of MDS cause an increase in the production of immature blood cells (called blasts), in the bone marrow or blood. The different types of MDS are identified based on the specific characteristics of the changes in the blood cells and bone marrow.
Treatments may include supportive care, drug therapy, and hematopoietic stem cell transplantation. Supportive care may include blood transfusions, medications to increase the making of red blood cells, and antibiotics. Drug therapy may include the medications lenalidomide, antithymocyte globulin, and azacitidine. Some people can be cured by chemotherapy followed by a stem-cell transplant from a donor.
About seven per 100,000 people are affected by MDS; about four per 100,000 people newly acquire  the condition each year. The typical age of onset is 70 years. The prognosis depends on the type of cells affected, the number of blasts in the bone marrow or blood, and the changes present in the chromosomes of the affected cells. The average survival time following diagnosis is 2.5 years. MDS was first recognized in the early 1900s; it came to be called myelodysplastic syndrome in 1976."
Myelodysplastic_syndrome_diagnosis,Summary,
Myelodysplastic_syndromes,Signs and symptoms,"Signs and symptoms are nonspecific and generally related to the blood cytopenias:

Anemia (low RBC count or reduced hemoglobin) – chronic tiredness, shortness of breath, chilled sensation, sometimes chest pain
Neutropenia (low neutrophil count) – increased susceptibility to infection
Thrombocytopenia (low platelet count) – increased susceptibility to bleeding and ecchymosis (bruising), as well as subcutaneous hemorrhaging resulting in purpura or petechiae
Many individuals are asymptomatic, and blood cytopenia or other problems are identified as a part of a routine blood count:

Neutropenia, anemia, and thrombocytopenia
Splenomegaly or rarely hepatomegaly
Abnormal granules in cells, abnormal nuclear shape and size
Chromosome abnormality, including chromosomal translocations and abnormal chromosome number
Although patients with MDS have an overall risk of almost 30% for developing acute myelogenous leukemia, a significant proportion of deaths occur as a result of bleeding or infection. Leukemia that occurs as a result of myelodysplasia is notoriously resistant to treatment.  
Anemia dominates the early course. Most symptomatic patients complain of the gradual onset of fatigue and weakness, dyspnea, and pallor, but at least half the patients are asymptomatic and their MDS is discovered only incidentally on routine blood counts. Previous chemotherapy or radiation exposure is an important factor in the person's medical history. Fever, weight loss and splenomegaly should point to a myelodysplastic/myeloproliferative neoplasm (MDS/MPN) rather than pure myelodysplastic process."
Myelodysplastic_syndromes,Cause,"Some people have a history of exposure to chemotherapy (especially alkylating agents such as melphalan, cyclophosphamide, busulfan, and chlorambucil) or radiation (therapeutic or accidental), or both (e.g., at the time of stem cell transplantation for another disease). Workers in some industries with heavy exposure to hydrocarbons such as the petroleum industry have a slightly higher risk of contracting the disease than the general population. Xylene and benzene exposures have been associated with myelodysplasia. Vietnam veterans exposed to Agent Orange are at risk of developing MDS. A link may exist between the development of MDS ""in atomic-bomb survivors 40 to 60 years after radiation exposure"" (in this case, referring to people who were in close proximity to the dropping of the atomic bombs in Hiroshima and Nagasaki during World War II). Children with Down syndrome are susceptible to MDS, and a family history may indicate a hereditary form of sideroblastic anemia or Fanconi anemia. GATA2 deficiency and SAMD9/9L syndromes each account for about 15% of MDS cases in children."
Myelodysplastic_syndromes,Pathophysiology,"MDS most often develops without an identifiable cause. Risk factors include exposure to an agent known to cause DNA damage, such as radiation, benzene, and certain chemotherapies; other risk factors have been inconsistently reported. Proving a connection between a suspected exposure and the development of MDS can be difficult, but the presence of genetic abnormalities may provide some supportive information. Secondary MDS can occur as a late toxicity of cancer therapy (therapy associated MDS, t-MDS). MDS after exposure to radiation or alkylating agents such as busulfan, nitrosourea, or procarbazine, typically occurs 3–7 years after exposure and frequently demonstrates loss of chromosome 5 or 7. MDS after exposure to DNA topoisomerase II inhibitors occurs after a shorter latency of only 1–3 years and can have a 11q23 translocation. Other pre-existing bone-marrow disorders such as acquired aplastic anemia following immunosuppressive treatment and Fanconi anemia can evolve into MDS.
MDS is thought to arise from mutations in the multipotent bone-marrow stem cell, but the specific defects responsible for these diseases remain poorly understood. Differentiation of blood precursor cells is impaired, and a significant increase in levels of apoptotic cell death occurs in bone-marrow cells. Clonal expansion of the abnormal cells results in the production of cells that have lost the ability to differentiate. If the overall percentage of bone-marrow myeloblasts rises over a particular cutoff (20% for WHO and 30% for FAB), then transformation to acute myelogenous leukemia (AML) is said to have occurred. The progression of MDS to AML is a good example of the multistep theory of carcinogenesis in which a series of mutations occurs in an initially normal cell and transforms it into a cancer cell.
Although recognition of leukemic transformation was historically important (see History), a significant proportion of the morbidity and mortality attributable to MDS results not from transformation to AML, but rather from the cytopenias seen in all MDS patients. While anemia is the most common cytopenia in MDS patients, given the ready availability of blood transfusion, MDS patients rarely experience injury from severe anemia.  The two most serious complications in MDS patients resulting from their cytopenias are bleeding (due to lack of platelets) or infection (due to lack of white blood cells).  Long-term transfusion of packed red blood cells leads to iron overload."
Myelodysplastic_syndromes,Diagnosis,"The elimination of other causes of cytopenias, along with a dysplastic bone marrow, is required to diagnose a myelodysplastic syndrome, so differentiating MDS from other causes of anemia, thrombocytopenia, and leukopenia is important.
A typical diagnostic investigation includes:

Full blood count and examination of blood film: The blood film morphology can provide clues about hemolytic anemia, clumping of the platelets leading to spurious thrombocytopenia, or leukemia.
Blood tests to eliminate other common causes of cytopenias such as lupus, hepatitis, B12, folate, or other vitamin deficiencies, kidney failure or heart failure, HIV, hemolytic anemia, monoclonal gammopathy: Age-appropriate cancer screening should be considered for all anemic patients.
Bone marrow examination by a hematopathologist: This is required to establish the diagnosis since all hematopathologists consider dysplastic marrow the key feature of myelodysplasia.
Cytogenetics or chromosomal studies: This is ideally performed on the bone marrow aspirate. Conventional cytogenetics require a fresh specimen since live cells are induced to enter metaphase to allow chromosomes to be seen.
Interphase fluorescence in situ hybridization testing, usually ordered together with conventional cytogenetic testing, offers rapid detection of several chromosome abnormalities associated with MDS, including del 5q, −7, +8, and del 20q.
Virtual karyotyping can be done for MDS, which uses computational tools to construct the karyogram from disrupted DNA. Virtual karyotyping does not require cell culture and has a dramatically higher resolution than conventional cytogenetics, but cannot detect balanced translocations.
Flow cytometry is helpful to identify blasts, abnormal myeloid maturation, and establish the presence of any lymphoproliferative disorder in the marrow.
Testing for copper deficiency should not be overlooked, as it can morphologically resemble MDS in bone-marrow biopsies. Risk factors for copper deficiency include bariatric surgery, zinc supplementation, and celiac disease.
The features generally used to define an MDS are blood cytopenias, ineffective hematopoiesis, dyserythropoiesis, dysgranulopoiesis, dysmegakaropoiesis, and increased myeloblasts.
Dysplasia can affect all three lineages seen in the bone marrow. The best way to diagnose dysplasia is by morphology and special stains
(PAS) used on the bone marrow aspirate and peripheral blood smear. Dysplasia in the myeloid series is defined by:

Granulocytic series:
Hypersegmented neutrophils (also seen in vit B12/folate deficiency)
Hyposegmented neutrophils (pseudo Pelger-Huet)
Hypogranular neutrophils or pseudo Chediak-Higashi (large azurophilic granules)
Auer rods – automatically RAEB II (if blast count < 5% in the peripheral blood and < 10% in the bone marrow aspirate); also note Auer rods may be seen in mature neutrophils in AML with translocation t(8;21)
Dimorphic granules (basophilic and eosinophilic granules) within eosinophils
Erythroid series:
Binucleated erythroid precursors and karyorrhexis
Erythroid nuclear budding
Erythroid nuclear strings or internuclear bridging (also seen in congenital dyserythropoietic anemias)
Loss of e-cadherin in normoblasts is a sign of aberrancy.
PAS (globular in vacuoles or diffuse cytoplasmic staining) within erythroid precursors in the bone marrow aspirate (has no bearing on paraffin-fixed bone-marrow biopsy). Note: one can see PAS vacuolar positivity in L1 and L2 blasts (FAB classification; the L1 and L2 nomenclature is not used in the WHO classification)
Ringed sideroblasts (10 or more iron granules encircling one-third or more of the nucleus) seen on Perls' Prussian blue iron stain (>15% ringed sideroblasts when counted among red cell precursors for refractory anemia with ring sideroblasts)
Megakaryocytic series (can be the most subjective):
Hyposegmented nuclear features in platelet producing megakaryocytes (lack of lobation)
Hypersegmented (osteoclastic appearing) megakaryocytes
Ballooning of the platelets (seen with interference contrast microscopy)
Other stains can help in special cases (PAS and naphthol ASD chloroacetate esterase positivity) in eosinophils is a marker of abnormality seen in chronic eosinophilic leukemia and is a sign of aberrancy.
On the bone-marrow biopsy, high-grade dysplasia (RAEB-I and RAEB-II) may show atypical localization of immature precursors, which are islands of immature precursors cells (myeloblasts and promyelocytes) localized to the center of the intertrabecular space rather than adjacent to the trabeculae or surrounding arterioles. This morphology can be difficult to differentiate from treated leukemia and recovering immature normal marrow elements. Also, topographic alteration of the nucleated erythroid cells can be seen in early myelodysplasia (RA and RARS), where normoblasts are seen next to bony trabeculae instead of forming normal interstitially placed erythroid islands."
Myelodysplastic_syndromes,Management,"The goals of therapy are to control symptoms, improve quality of life, improve overall survival, and decrease progression to AML.
The IPSS scoring system can help triage patients for more aggressive treatment (i.e. bone marrow transplant) as well as help determine the best timing of this therapy.  Supportive care with blood products and hematopoietic growth factors (e.g. erythropoietin) is the mainstay of therapy. The regulatory environment for the use of erythropoietins is evolving, according to a recent US Medicare National coverage determination. However, no comment on the use of hematopoietic growth factors for MDS was made in that document.
Agents have been approved by the U.S. Food and Drug Administration (FDA) for the treatment of MDS:

5-azacytidine: 21-month median survival
Decitabine: Complete response rate reported as high as 43%. A phase I study has shown efficacy in AML when decitabine is combined with valproic acid.
Lenalidomide: Effective in reducing red blood cell transfusion requirement in patients with the chromosome 5q deletion subtype of MDS
Decitabine/cedazuridine (Inqovi) is a fixed-dosed combination medication for the treatment of adults with myelodysplastic syndromes (MDS) and chronic myelomonocytic leukemia (CMML).
Luspatercept is licensed for MDS-RS (Ring Sideroblasts) and other low- and intermediate-risk subtypes.
Chemotherapy with the hypomethylating agents 5-azacytidine and decitabine has been shown to decrease blood transfusion requirements and to retard the progression of MDS to AML. Lenalidomide was approved by the FDA in December 2005 only for use in the 5q- syndrome. In the United States, treatment of MDS with lenalidomide costs about $9,200 per month. The chemotherapy may be supported by other drugs like all-trans retinoic acid (ATRA), however the evidence of benefit is not clear.
HLA-matched allogeneic stem cell transplantation, particularly in younger (i.e. less than 40 years of age) and more severely affected patients, offers the potential for curative therapy. The success of bone marrow transplantation has been found to correlate with severity of MDS as determined by the IPSS score, with patients having a more favorable IPSS score tend to have a more favorable outcome with transplantation."
Myelodysplastic_syndromes,Prognosis,"The outlook in MDS is variable, with about 30% of patients progressing to refractory AML. The median survival time varies from years to months, depending on type. Stem-cell transplantation offers possible cure, with survival rates of 50% at 3 years, although older patients do poorly.
Indicators of a good prognosis:
Younger age; normal or moderately reduced neutrophil or platelet counts; low blast counts in the bone marrow (< 20%) and no blasts in the blood; no Auer rods; ringed sideroblasts; normal or mixed karyotypes without complex chromosome abnormalities; and in vitro marrow culture with a nonleukemic growth pattern
Indicators of a poor prognosis:
Advanced age; severe neutropenia or thrombocytopenia; high blast count in the bone marrow (20–29%) or blasts in the blood;
Auer rods; absence of ringed sideroblasts; abnormal localization or immature granulocyte precursors in bone marrow section;
completely or mostly abnormal karyotypes, or complex marrow chromosome abnormalities and in vitro bone marrow culture with a leukemic growth pattern
Karyotype prognostic factors:

Good: normal, -Y, del(5q), del(20q)
Intermediate or variable: +8, other single or double anomalies
Poor: complex (>3 chromosomal aberrations); chromosome 7 anomalies

Cytogenetic abnormalities can be detected by conventional cytogenetics, a FISH panel for MDS, or virtual karyotype.
The best prognosis is seen with RA and RARS, where some nontransplant patients live more than a decade (typical is on the order of three to five years, although long-term remission is possible if a bone-marrow transplant is successful). The worst outlook is with RAEB-T, where the mean life expectancy is less than one year. About one-quarter of patients develop overt leukemia. The others die of complications of low blood count or unrelated diseases. The International Prognostic Scoring System is the most commonly used tool for determining the prognosis of MDS, first published in Blood in 1997, then revised to IPSS-R and IPSS-M.  This system takes into account the percentage of blasts in the marrow, cytogenetics, and number of cytopenias, as well as molecular features in the case of IPSS-M. Other prognostic tools include the 2007 WHO Prognostic Scoring System (WPSS), the MDA-LR (MD Anderson Lower-Risk MDS Prognostic Scoring System), EuroMDS, and Cleveland Clinic Foundation/Munich Leukemia Laboratory scoring systems."
Myelodysplastic_syndromes,Epidemiology,"The exact number of people with MDS is not known because it can go undiagnosed and no tracking of the syndrome is mandated. Some estimates are on the order of 10,000 to 20,000 new cases each year in the United States alone. The number of new cases each year is probably increasing as the average age of the population increases, and some authors propose that the number of new cases in those over 70 may be as high as 15 per 100,000 per year.
The typical age at diagnosis of MDS is between 60 and 75 years; a few people are younger than 50, and diagnoses are rare in children. Males are slightly more commonly affected than females."
Myelodysplastic_syndromes,History,"Since the early 20th century, some people with acute myelogenous leukemia were begun to be recognized to have a preceding period of anemia and abnormal blood cell production.  These conditions were lumped together with other diseases under the term ""refractory anemia"".  The first description of ""preleukemia"" as a specific entity was published in 1953 by Block et al.  The early identification, characterization and classification of this disorder were problematical, and the syndrome went by many names until the 1976 FAB classification was published and popularized the term MDS."
Myelodysplastic_syndromes,People with MDS,"Michael Brecker, musician
Laurentino Cortizo, the President of Panama
Roald Dahl, author
Nora Ephron
Joe Farrell, musician
Pat Hingle, actor
John Kirby, attorney
Joe Morgan, baseball player
Paul Motian, musician
James W. Nance
Robin Roberts, newscaster
Carl Sagan, astrophysicist
Susan Sontag, author
Fred Willard
Nina Foch Actress"
Myelodysplastic_syndromes,Summary,"A myelodysplastic syndrome (MDS) is one of a group of cancers in which immature blood cells in the bone marrow do not mature, and as a result, do not develop into healthy blood cells. Early on, no symptoms typically are seen. Later, symptoms may include fatigue, shortness of breath, bleeding disorders, anemia, or frequent infections. Some types may develop into acute myeloid leukemia.
Risk factors include previous chemotherapy or radiation therapy, exposure to certain chemicals such as tobacco smoke, pesticides, and benzene, and exposure to heavy metals such as mercury or lead. Problems with blood cell formation result in some combination of low red blood cell, platelet, and white blood cell counts. Some types of MDS cause an increase in the production of immature blood cells (called blasts), in the bone marrow or blood. The different types of MDS are identified based on the specific characteristics of the changes in the blood cells and bone marrow.
Treatments may include supportive care, drug therapy, and hematopoietic stem cell transplantation. Supportive care may include blood transfusions, medications to increase the making of red blood cells, and antibiotics. Drug therapy may include the medications lenalidomide, antithymocyte globulin, and azacitidine. Some people can be cured by chemotherapy followed by a stem-cell transplant from a donor.
About seven per 100,000 people are affected by MDS; about four per 100,000 people newly acquire  the condition each year. The typical age of onset is 70 years. The prognosis depends on the type of cells affected, the number of blasts in the bone marrow or blood, and the changes present in the chromosomes of the affected cells. The average survival time following diagnosis is 2.5 years. MDS was first recognized in the early 1900s; it came to be called myelodysplastic syndrome in 1976."
Myeloid_sarcoma,Location and symptoms,"Chloromas may occur in virtually any organ or tissue. The most common areas of involvement are the skin (also known as leukemia cutis) and the gums. Skin involvement typically appears as violaceous, raised, nontender plaques or nodules, which on biopsy are found to be infiltrated with myeloblasts Note that leukemia cutis differs from Sweet's syndrome, in which the skin is infiltrated by mature neutrophils in a paraneoplastic process. Gum involvement (gingival hypertrophy) leads to swollen, sometimes painful gums which bleed easily with tooth brushing and other minor trauma.
Other tissues which can be involved include lymph nodes, the small intestine, the mediastinum, the lung, epidural sites, the uterus, the ovaries, and the orbit of the eye. Symptoms of chloroma at these sites are related to their anatomic location; chloromas may also be asymptomatic and be discovered incidentally in the course of evaluation of a person with acute myeloid leukemia.
Central nervous system involvement, as described above, most often takes the form of meningeal leukemia, or invasion of the subarachnoid space by leukemic cells. This condition is usually considered separately from chloroma, as it requires different treatment modalities. True chloromas (i.e. solid leukemic tumors) of the central nervous system are exceedingly rare, but have been described."
Myeloid_sarcoma,Diagnosis,"Definitive diagnosis of a chloroma usually requires a biopsy of the lesion in question. Historically, even with a tissue biopsy, pathologic misdiagnosis was an important problem, particularly in patients without a clear pre-existing diagnosis of acute myeloid leukemia to guide the pathologist. In one published series on chloroma, the authors stated that 47% of the patients were initially misdiagnosed, most often as having a malignant lymphoma.
However, with advances in diagnostic techniques, the diagnosis of chloromas can be made more reliable. Traweek et al. described the use of a commercially available panel of monoclonal antibodies, against myeloperoxidase, CD68, CD43, and CD20, to accurately diagnose chloroma via immunohistochemistry and differentiate it from lymphoma. Nowadays, immunohistochemical staining using monoclonal antibodies against CD33 and CD117 would be the mainstay of diagnosis. The increasingly refined use of flow cytometry has also facilitated more accurate diagnosis of these lesions."
Myeloid_sarcoma,Prognostic significance,"Evidence is conflicting on the prognostic significance of chloromas in patients with acute myeloid leukemia. In general, they are felt to augur a poorer prognosis, with a poorer response to treatment and worse survival; however, others have reported chloromas associate, as a biologic marker, with other poor prognostic factors, and therefore do not have independent prognostic significance. In case of primary isolated choloroma, prognosis is better"
Myeloid_sarcoma,Treatment,"As described above, chloromas should always be considered manifestations of systemic disease, rather than isolated local phenomena, and treated as such. In the patient with newly diagnosed leukemia and an associated chloroma, systemic chemotherapy against the leukemia is typically used as the first-line treatment, unless an indication for local treatment of the chloroma (e.g. compromise of the spinal cord) emerges. Chloromas are typically quite sensitive to standard antileukemic chemotherapy. Allogeneic hematopoietic stem cell transplantation should be considered in fit patients with suitable available donor, as long term remissions have been reported.
If the chloroma is persistent after completion of induction chemotherapy, local treatment, such as surgery or radiation therapy, may be considered, although neither has an effect on survival.
Patients presenting with a primary chloroma typically receive systemic chemotherapy, as development of acute leukemia is nearly universal in the short term after detection of the chloroma.
Patients treated for acute leukemia who relapse with an isolated chloroma are typically treated with systemic therapy for relapsed leukemia. However, as with any relapsed leukemia, outcomes are unfortunately poor.
Patients with ""preleukemic"" conditions, such as myelodysplastic syndromes or myeloproliferative syndromes, who develop a chloroma are often treated as if they have transformed to acute leukemia."
Myeloid_sarcoma,History,"The condition now known as chloroma was first described by the British physician A. Burns in 1811, although the term chloroma did not appear until 1853. This name is derived from the Greek word chloros (green), as these tumors often have a green tint due to the presence of myeloperoxidase. The link between chloroma and acute leukemia was first recognized in 1902 by Dock and Warthin. However, because up to 30% of these tumors can be white, gray, or brown rather than green, the more correct term granulocytic sarcoma was proposed by Rappaport in 1967 and has since become virtually synonymous with the term chloroma.
Currently, any extramedullary manifestation of acute myeloid leukemia can be termed a granulocytic sarcoma or chloroma. Specific terms which overlap with granulocytic sarcoma include:

Leukemia cutis, describing infiltration of the dermis (skin) by leukemic cells, which is also referred to as cutaneous granulocytic sarcoma.
Meningeal leukemia, or invasion of the subarachnoid space by leukemic cells, is usually considered distinct from chloroma, although very rarely occurring solid central nervous system tumors composed of leukemic cells can be termed chloromas.
In recent years, the term ""myeloid sarcoma"" has been favored."
Myeloid_sarcoma,Summary,"A myeloid sarcoma (chloroma, granulocytic sarcoma,: 744  extramedullary myeloid tumor) is a solid tumor composed of immature white blood cells called myeloblasts. A chloroma is an extramedullary manifestation of acute myeloid leukemia; in other words, it is a solid collection of leukemic cells occurring outside of the bone marrow."
Myeloma_test,Summary,
Myeloproliferative_disorders,Classification,"MPNs are classified as blood cancers by most institutions and organizations. In MPNs, the neoplasm (abnormal growth) starts out as benign and can later become malignant.
As of 2016, the World Health Organization lists the following subcategories of MPNs:

Chronic myeloid leukemia  (CML)
Chronic neutrophilic leukemia (CNL)
Polycythemia vera (PV)
Primary myelofibrosis (PMF)
PMF, prefibrotic stage
PMF, overt fibrotic stage
Essential thrombocythemia (ET)
Chronic eosinophilic leukemia (not otherwise specified)
MPN, unclassifiable (MPN-U)"
Myeloproliferative_disorders,Causes,"MPNs arise when precursor cells (blast cells) of the myeloid lineages in the bone marrow develop somatic mutations which cause them to grow abnormally.
There is a similar category of disease for the lymphoid lineage, the lymphoproliferative disorders acute lymphoblastic leukemia, lymphomas, chronic lymphocytic leukemia and multiple myeloma. Genetics is believed to play a central role in the development of MPNs, specially in developing thromboembolic and bleeding complications."
Myeloproliferative_disorders,Diagnosis,"People with MPNs might not have symptoms when their disease is first detected via blood tests. Depending on the nature of the myeloproliferative neoplasm, diagnostic tests may include red cell mass determination (for polycythemia), bone marrow aspirate and trephine biopsy, arterial oxygen saturation and carboxyhaemoglobin level, neutrophil alkaline phosphatase level, vitamin B12 (or B12 binding capacity), serum urate or direct sequencing of the patient's DNA. According to WHO diagnostic criteria published in 2016, myeloproliferative neoplasms are diagnosed as follows:"
Myeloproliferative_disorders,Treatment,"No curative drug treatment exists for MPNs. Hematopoietic stem cell transplantation can be a curative treatment for a small group of patients, however MPN treatment is typically focused on symptom control and myelosuppressive drugs to help control the production of blood cells.
The goal of treatment for ET and PV is prevention of thrombohemorrhagic complications. The goal of treatment for MF is amelioration of anemia, splenomegaly, and other symptoms. Low-dose aspirin is effective in PV and ET. Tyrosine kinase inhibitors like imatinib have improved the prognosis of CML patients to near-normal life expectancy.
Recently, a JAK2 inhibitor, namely ruxolitinib, has been approved for use in primary myelofibrosis. Trials of these inhibitors are in progress for the treatment of the other myeloproliferative neoplasms."
Myeloproliferative_disorders,Incidence,"Although considered rare diseases, incidence rates of MPNs are increasing, in some cases tripling. It is hypothesized that the increase may be related to improved diagnostic abilities from the identification of the JAK2 and other gene markers, as well as continued refinement of the WHO guidelines.
There is wide variation in reported MPN incidence and prevalence worldwide, with a publication bias suspected for essential thrombocythemia and primary myelofibrosis."
Myeloproliferative_disorders,History,"The concept of myeloproliferative disease was first proposed in 1951 by the hematologist William Dameshek.
The discovery of the association of MPNs with the JAK2 gene marker in 2005 and the CALR marker in 2013 improved the ability to classify MPNs.
MPNs were classified as blood cancers by the World Health Organization in 2008. Previously, they were known as myeloproliferative diseases (MPD).
In 2016, Mastocytosis was no longer classified as an MPN."
Myeloproliferative_disorders,Summary,"Myeloproliferative neoplasms (MPNs) are a group of rare blood cancers in which excess red blood cells, white blood cells or platelets are produced in the bone marrow.  Myelo refers to the bone marrow, proliferative describes the rapid growth of blood cells and neoplasm describes that growth as abnormal and uncontrolled.
The overproduction of blood cells is often associated with a somatic mutation, for example in the JAK2, CALR, TET2, and MPL gene markers.
In rare cases, some MPNs such as primary myelofibrosis may accelerate and turn into acute myeloid leukemia."
Myoglobin,Differences from hemoglobin,"Like hemoglobin, myoglobin is a cytoplasmic protein that binds oxygen on a heme group. It harbors only one globulin group, whereas hemoglobin has four. Although its heme group is identical to those in Hb, Mb has a higher affinity for oxygen than does hemoglobin but fewer total oxygen-storage capacities. The newest discovery reveals that myoglobin facilitates oxygen diffusion down a gradient, enhancing oxygen transport in mitochondria."
